Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6948.08,kWh,9171.4656,8/28/2013 0:00,9/25/2013 0:00,CoM,5174.2,1773.88
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6715.12,kWh,8863.9584,11/26/2013 0:00,12/25/2013 0:00,CoM,4990.64,1724.48
Community Strengthening,Library - East Melbourne,Electricity,Electricity,7723.28,kWh,10194.7296,10/25/2013 0:00,11/25/2013 0:00,CoM,5479.92,2243.36
Community Strengthening,Library - North Melbourne,Electricity,Electricity,7611.56,kWh,10047.2592,7/24/2013 0:00,8/22/2013 0:00,CoM,4594.85,3016.71
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2442.39,kWh,3223.9548,10/25/2013 0:00,11/24/2013 0:00,CoM,1286.99,1155.4
Community Strengthening,Library - North Melbourne,Electricity,Electricity,10535.83,kWh,13950.89214,6/25/2013 0:00,7/23/2013 0:00,CoM,6547.88,3987.95
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2034.58,kWh,2685.6456,11/25/2013 0:00,12/22/2013 0:00,CoM,1121.86,912.72
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2463.95,kWh,3252.414,8/23/2013 0:00,9/23/2013 0:00,CoM,1357.41,1106.54
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2751.07,kWh,3631.4124,9/24/2013 0:00,10/24/2013 0:00,CoM,1658.39,1092.68
Community Strengthening,Library - North Melbourne,Electricity,Electricity,338.88,kWh,447.3216,8/27/2013 0:00,9/25/2013 0:00,CoM,117.3,221.58
Community Strengthening,Library - North Melbourne,Electricity,Electricity,319.02,kWh,421.1064,11/27/2013 0:00,12/24/2013 0:00,CoM,107.64,211.38
Community Strengthening,Library - North Melbourne,Electricity,Electricity,339.53,kWh,448.1796,9/26/2013 0:00,10/25/2013 0:00,CoM,117.77,221.76
Community Strengthening,Library - North Melbourne,Electricity,Electricity,373.34,kWh,492.8088,10/26/2013 0:00,11/26/2013 0:00,CoM,124.1,249.24
Community Strengthening,Library - North Melbourne,Electricity,Electricity,369.25,kWh,488.6408333,6/26/2013 0:00,7/25/2013 0:00,CoM,135.41,233.84
Community Strengthening,Library - North Melbourne,Electricity,Electricity,364.17,kWh,480.7044,7/26/2013 0:00,8/26/2013 0:00,CoM,117.92,246.25
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,18272.32,kWh,24119.4624,12/10/2013 0:00,3/12/2014 0:00,CoM,13116.89,5155.43
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,15177.91,kWh,20034.8412,3/13/2014 0:00,6/12/2014 0:00,CoM,10310.38,4867.53
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,7836.15,kWh,10343.718,12/7/2013 0:00,3/11/2014 0:00,CoM,7836.15,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,8356.71,kWh,11030.8572,3/12/2014 0:00,6/11/2014 0:00,CoM,8356.71,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,7973.61,kWh,10525.1652,12/7/2013 0:00,3/11/2014 0:00,CoM,4244.82,3728.79
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6926.85,kWh,9143.442,3/12/2014 0:00,6/11/2014 0:00,CoM,3950.79,2976.06
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6820,kWh,9002.4,12/14/2013 0:00,3/18/2014 0:00,CoM,6820,0
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6120,kWh,8078.4,3/19/2014 0:00,6/18/2014 0:00,CoM,6120,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,1976,kWh,2608.32,12/6/2013 0:00,3/7/2014 0:00,CoM,1976,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,4654,kWh,6143.28,3/8/2014 0:00,6/6/2014 0:00,CoM,4654,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,13880,kWh,18321.6,12/6/2013 0:00,3/7/2014 0:00,CoM,13880,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,17750,kWh,23430,3/8/2014 0:00,6/6/2014 0:00,CoM,17750,0
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Electricity,Electricity,1335.49,kWh,1762.8468,12/24/2013 0:00,3/27/2014 0:00,CoM,1335.49,0
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6043.12,kWh,7976.9184,12/26/2013 0:00,1/24/2014 0:00,CoM,4347.76,1695.36
Community Strengthening,Library - East Melbourne,Electricity,Electricity,5029.12,kWh,6638.4384,1/25/2014 0:00,2/22/2014 0:00,CoM,3266.2,1762.92
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6112.08,kWh,8067.9456,2/23/2014 0:00,3/23/2014 0:00,CoM,4313.52,1798.56
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6534.64,kWh,8625.7248,3/24/2014 0:00,4/24/2014 0:00,CoM,4940.48,1594.16
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6823.44,kWh,9006.9408,4/25/2014 0:00,5/24/2014 0:00,CoM,4840.92,1982.52
Community Strengthening,Library - East Melbourne,Electricity,Electricity,7575.56,kWh,9999.7392,5/25/2014 0:00,6/22/2014 0:00,CoM,5483.88,2091.68
Community Strengthening,Library - North Melbourne,Electricity,Electricity,5320.66,kWh,7023.2712,12/23/2013 0:00,1/23/2014 0:00,CoM,3223.38,2097.28
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6181.15,kWh,8159.118,1/24/2014 0:00,2/23/2014 0:00,CoM,3658.96,2522.19
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6229.07,kWh,8222.3724,2/24/2014 0:00,3/23/2014 0:00,CoM,3768.18,2460.89
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6778.1,kWh,8947.092,3/24/2014 0:00,4/22/2014 0:00,CoM,4085.86,2692.24
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6396.48,kWh,8443.3536,4/23/2014 0:00,5/21/2014 0:00,CoM,3819.16,2577.32
Community Strengthening,Library - North Melbourne,Electricity,Electricity,351.13,kWh,463.4916,12/25/2013 0:00,1/24/2014 0:00,CoM,123.43,227.7
Community Strengthening,Library - North Melbourne,Electricity,Electricity,360.97,kWh,476.4804,1/25/2014 0:00,2/25/2014 0:00,CoM,117.13,243.84
Community Strengthening,Library - North Melbourne,Electricity,Electricity,329.04,kWh,434.3328,2/26/2014 0:00,3/26/2014 0:00,CoM,112.74,216.3
Community Strengthening,Library - North Melbourne,Electricity,Electricity,381.76,kWh,503.9232,3/27/2014 0:00,4/28/2014 0:00,CoM,129.75,252.01
Community Strengthening,Library - North Melbourne,Electricity,Electricity,331.13,kWh,437.0916,4/29/2014 0:00,5/27/2014 0:00,CoM,112.87,218.26
Community Strengthening,Library - North Melbourne,Electricity,Electricity,326.24,kWh,430.6368,5/28/2014 0:00,6/25/2014 0:00,CoM,111.38,214.86
Community Strengthening,Library - City,Electricity,Electricity,15493.59778,kWh,20451.54907,1/10/2014 0:00,1/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,21251.23679,kWh,28051.63257,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18659.39739,kWh,24630.40456,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18245.24879,kWh,24083.72841,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18813.31287,kWh,24833.57299,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,17482.2513,kWh,23076.57172,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,6338.29,kWh,8366.5428,1/1/2014 0:00,1/9/2014 0:00,CoM,4403.68,1934.61
Community Strengthening,Library - City,Electricity,Electricity,21757.5,kWh,28719.9,12/1/2013 0:00,12/31/2013 0:00,CoM,14131.21,7626.29
Community Strengthening,Library - City,Electricity,Electricity,22015.23,kWh,29060.1036,11/1/2013 0:00,11/30/2013 0:00,CoM,14409.19,7606.04
Community Strengthening,Library - City,Electricity,Electricity,22964.13,kWh,30312.6516,10/1/2013 0:00,10/31/2013 0:00,CoM,15879.94,7084.19
Community Strengthening,Library - City,Electricity,Electricity,21925.72,kWh,28941.9504,9/1/2013 0:00,9/30/2013 0:00,CoM,15059.91,6865.81
Community Strengthening,Library - City,Electricity,Electricity,22743.61,kWh,30021.5652,8/1/2013 0:00,8/31/2013 0:00,CoM,15559.46,7184.15
Community Strengthening,Library - City,Electricity,Electricity,23712.73,kWh,31300.8036,7/1/2013 0:00,7/31/2013 0:00,CoM,16683.31,7029.42
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,877.7667984,kWh,1158.652174,6/19/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,3519.219631,kWh,4645.369913,6/13/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Electricity,Electricity,2132.471795,kWh,2814.862769,6/23/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,1725.842283,kWh,2278.111813,6/12/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2039.682871,kWh,2692.38139,5/22/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6705.681954,kWh,8851.50018,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,1989.379395,kWh,2625.980802,6/7/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,1482.08108,kWh,1956.347026,6/12/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,56.02210457,kWh,73.94917803,6/26/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,5603.804774,kWh,7397.022302,6/7/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,826.4460279,kWh,1090.908757,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,519.5169557,kWh,685.7623815,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,565.8524456,kWh,746.9252282,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,453.0672317,kWh,598.0487458,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,378.824907,kWh,500.0488773,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,426.8254825,kWh,563.4096369,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,189.2397969,kWh,249.796532,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,114.2207739,kWh,150.7714215,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,92.12790573,kWh,121.6088356,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,96.19583795,kWh,126.9785061,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,87.96877806,kWh,116.118787,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,223.1,kWh,294.492,7/30/2013 0:00,8/13/2013 0:00,CoM,132.26,90.84
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,2295.16,kWh,3029.6112,8/14/2013 0:00,11/11/2013 0:00,CoM,1458.78,836.38
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,4735.48,kWh,6250.8336,11/12/2013 0:00,2/12/2014 0:00,CoM,2955.93,1779.55
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,3286.84,kWh,4338.6288,2/13/2014 0:00,5/15/2014 0:00,CoM,1908.87,1377.97
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,474.88,kWh,632.3402105,5/7/2013 0:00,8/9/2013 0:00,CoM,196.905,277.975
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,439.109,kWh,579.62388,8/10/2013 0:00,11/4/2013 0:00,CoM,172.256,266.853
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,460.296,kWh,607.59072,11/5/2013 0:00,2/6/2014 0:00,CoM,181.429,278.867
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,520.487,kWh,687.04284,2/7/2014 0:00,5/8/2014 0:00,CoM,200.612,319.875
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,125.3361157,kWh,165.4436727,5/9/2014 0:00,5/31/2014 0:00,CoM,,
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,163.4818901,kWh,215.7960949,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,342.1391043,kWh,451.6236176,7/1/2013 0:00,7/29/2013 0:00,CoM,,
Engineering Services,Lease - Kiosk Newspaper - Swanston Street,Electricity,Electricity,0,kWh,0,7/1/2013 0:00,9/30/2013 0:00,CoM,0,0
Engineering Services,Lease - Kiosk Newspaper - Swanston Street,Electricity,Electricity,0,kWh,0,10/1/2013 0:00,12/31/2013 0:00,CoM,0,0
Engineering Services,Depot - Degraves St Recycling Plant - Ross House,Electricity,Electricity,4137.4,kWh,5466.605215,6/21/2013 0:00,11/25/2013 0:00,CoM,4137.4,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1301.06,kWh,1717.3992,7/1/2013 0:00,7/31/2013 0:00,CoM,420.6,880.46
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1120.93,kWh,1479.6276,8/1/2013 0:00,8/31/2013 0:00,CoM,248.82,872.11
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1079.55,kWh,1425.006,9/1/2013 0:00,9/30/2013 0:00,CoM,300.05,779.5
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1003.77,kWh,1324.9764,10/1/2013 0:00,10/31/2013 0:00,CoM,297.28,706.49
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,874.83,kWh,1154.7756,11/1/2013 0:00,11/30/2013 0:00,CoM,238.24,636.59
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,892.19,kWh,1177.6908,12/1/2013 0:00,12/31/2013 0:00,CoM,230.37,661.82
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,13842.2,kWh,18271.704,7/1/2013 0:00,7/31/2013 0:00,CoM,4464.26,9377.94
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12998.18,kWh,17157.5976,8/1/2013 0:00,8/31/2013 0:00,CoM,3688.13,9310.05
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11504.3,kWh,15185.676,9/1/2013 0:00,9/30/2013 0:00,CoM,3145.62,8358.68
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10712.54,kWh,14140.5528,10/1/2013 0:00,10/31/2013 0:00,CoM,3116.68,7595.86
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9345.83,kWh,12336.4956,11/1/2013 0:00,11/30/2013 0:00,CoM,2495.24,6850.59
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10342.57,kWh,13652.1924,12/1/2013 0:00,12/31/2013 0:00,CoM,2611.34,7731.23
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,422.38,kWh,565.7076133,6/2/2013 0:00,7/1/2013 0:00,CoM,422.38,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,436.46,kWh,576.1272,7/2/2013 0:00,8/1/2013 0:00,CoM,436.46,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,436.46,kWh,576.1272,8/2/2013 0:00,9/1/2013 0:00,CoM,436.46,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,305,kWh,402.6,9/2/2013 0:00,10/1/2013 0:00,CoM,305,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,283.7,kWh,374.484,10/2/2013 0:00,11/1/2013 0:00,CoM,283.7,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,422.38,kWh,557.5416,11/2/2013 0:00,12/1/2013 0:00,CoM,422.38,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,284.1,kWh,375.012,12/2/2013 0:00,1/1/2014 0:00,CoM,284.1,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,454.69,kWh,600.1908,1/2/2014 0:00,2/1/2014 0:00,CoM,454.69,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,48853.47,kWh,64486.5804,7/1/2013 0:00,7/31/2013 0:00,CoM,15765.24,33088.23
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,45852.69,kWh,60525.5508,8/1/2013 0:00,8/31/2013 0:00,CoM,13127.51,32725.18
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,30794.37,kWh,40648.5684,9/1/2013 0:00,9/30/2013 0:00,CoM,1540.46,29253.91
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,37728.35,kWh,49801.422,10/1/2013 0:00,10/31/2013 0:00,CoM,11204.77,26523.58
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,32958.6,kWh,43505.352,11/1/2013 0:00,11/30/2013 0:00,CoM,8937.51,24021.09
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,69554.36,kWh,91811.7552,7/1/2013 0:00,7/31/2013 0:00,Supply Chain,22485.42,47068.94
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,65028.7,kWh,85837.884,8/1/2013 0:00,8/31/2013 0:00,Supply Chain,18578.9,46449.8
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,55030.83,kWh,72640.6956,9/1/2013 0:00,9/30/2013 0:00,Supply Chain,15295.28,39735.55
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,51159.21,kWh,67530.1572,10/1/2013 0:00,10/31/2013 0:00,Supply Chain,15151.77,36007.44
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,44587.26,kWh,58855.1832,11/1/2013 0:00,11/30/2013 0:00,Supply Chain,12142.55,32444.71
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,37208.84,kWh,49115.6688,7/1/2013 0:00,7/31/2013 0:00,Supply Chain,12028.79,25180.05
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,34917.44,kWh,46091.0208,8/1/2013 0:00,8/31/2013 0:00,Supply Chain,9976,24941.44
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,30873.95,kWh,40753.614,9/1/2013 0:00,9/30/2013 0:00,Supply Chain,8581.12,22292.83
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,28727.09,kWh,37919.7588,10/1/2013 0:00,10/31/2013 0:00,Supply Chain,8508.06,20219.03
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,25053.92,kWh,33071.1744,11/1/2013 0:00,11/30/2013 0:00,Supply Chain,6822.98,18230.94
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,312338.36,kWh,412286.6352,7/1/2013 0:00,7/31/2013 0:00,Supply Chain,100971.41,211366.95
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,293021.37,kWh,386788.2084,8/1/2013 0:00,8/31/2013 0:00,Supply Chain,83716.37,209305
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,248165.11,kWh,327577.9452,9/1/2013 0:00,9/30/2013 0:00,Supply Chain,68975.78,179189.33
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,229891.16,kWh,303456.3312,10/1/2013 0:00,10/31/2013 0:00,Supply Chain,68086.86,161804.3
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,200112.24,kWh,264148.1568,11/1/2013 0:00,11/30/2013 0:00,Supply Chain,54496.52,145615.72
Engineering Services,Street Lighting - Citipower,Electricity,Electricity,258641.76,kWh,341407.1232,7/1/2013 0:00,7/31/2013 0:00,Supply Chain,83613.23,175028.53
